run_idx,file_date,WindCondition,is_wave,WaveFreq_Hz,WaveAmp_V,run_mtime,path,mean_9373/170,sigma_9373/170,Hs_9373/170,mean_12400/250,sigma_12400/250,Hs_12400/250
59,2026-03-27,no,True,1.3,0.1,1774607495.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run2.csv,0.0045599999999994525,0.01975162192728108,0.07900648770912432,0.00707999999999915,0.024245770968968974,0.0969830838758759
60,2026-03-27,no,True,1.3,0.1,1774608047.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop330-run3.csv,-0.00019999999999754437,0.031889118643364044,0.12755647457345617,0.004999999999999337,0.026433532533314513,0.10573413013325805
61,2026-03-27,full,True,1.3,0.1,1774608584.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,-0.3683466666666686,3.9944988790688214,15.977995516275286,0.07342666666666489,0.308043252617007,1.232173010468028
62,2026-03-27,full,True,1.4,0.1,1774608689.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,1.5070533333333285,6.2453056750214255,24.981222700085702,-0.0025733333333353508,0.3351486398151074,1.3405945592604296
63,2026-03-27,full,True,1.5,0.1,1774608762.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1500-per40-depth580-mstop30-run1.csv,0.23122666666666222,3.813592866229259,15.254371464917035,0.05446666666666764,0.3128219818768349,1.2512879275073396
64,2026-03-27,full,True,1.6,0.1,1774608894.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,0.25517333333333425,4.068599985795455,16.27439994318182,-0.02099999999999513,0.33803948624237906,1.3521579449695162
65,2026-03-27,full,True,1.3,0.2,1774609010.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,0.18395999999999724,4.309572221854567,17.238288887418268,0.025400000000004943,0.28524233718231196,1.1409693487292478
66,2026-03-27,full,True,1.4,0.2,1774609142.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per40-depth580-mstop30-run1.csv,-0.033279999999992656,4.174169589744999,16.696678358979995,0.09686666666666158,0.3325239015203745,1.330095606081498
67,2026-03-27,full,True,1.5,0.2,1774609278.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,0.5081066666666587,4.616286872361754,18.465147489447016,0.016066666666668502,0.35223622191686,1.40894488766744
68,2026-03-27,full,True,1.6,0.2,1774609388.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1600-per40-depth580-mstop30-run1.csv,0.7424533333333406,4.5924996154722795,18.369998461889118,0.016026666666660257,0.27013115408896066,1.0805246163558426
69,2026-03-27,full,True,1.3,0.3,1774609531.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,-0.11569333333331917,3.680029530100553,14.720118120402212,-0.04865333333333153,0.29458563115161923,1.178342524606477
70,2026-03-27,full,True,1.4,0.3,1774609702.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,0.3895200000000006,3.9020305174544094,15.608122069817638,0.07660000000000802,0.2894574594439944,1.1578298377759777
71,2026-03-27,full,True,1.5,0.3,1774609864.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1500-per40-depth580-mstop30-run1.csv,0.3052533333333208,4.869552099802658,19.478208399210633,-0.0031466666666693,0.32415397507197663,1.2966159002879065
72,2026-03-27,full,True,1.6,0.3,1774610035.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run1.csv,0.23022666666667363,3.645317178481346,14.581268713925384,-0.06822666666666766,0.3418280032423079,1.3673120129692315
