path,freq_hz,amp_V,wind,delta_T_periods,A_in_hg,A_out_same,A_out_shifted,OUT_IN_same,OUT_IN_shifted,delta_OUTIN,delta_OUTIN_rel
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,1.5,0.3,no,8.724,21.178557421260557,13.126065178198411,13.316342375727817,0.6197808905068068,0.628765317242992,0.008984426736185158,0.014496133833423644
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per240-depth580-mstop330-run1.csv,1.3,0.1,full,6.553,7.5819407216974835,5.861129110038543,6.058272838947687,0.7730381079432026,0.7990398581738489,0.026001750230646326,0.03363579358309817
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,1.6,0.1,no,9.926,7.166416749606832,2.7522262033471683,2.765004489419123,0.3840449557302347,0.3858280345712267,0.0017830788409919918,0.00464289092822894
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,1.3,0.3,full,6.553,22.7771628567776,18.60953406323864,18.677802827044147,0.8170259913517353,0.8200232375072278,0.0029972461554925722,0.003668483239479021
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,1.5,0.3,full,8.724,22.94467305220006,16.972734452448222,16.975092462785092,0.7397243976340201,0.7398271670363779,0.00010276940235776078,0.0001389293129798946
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,1.6,0.1,full,9.926,8.883184998042838,5.114279047438989,4.941939762936315,0.5757258290315668,0.5563252103862673,-0.019400618645299517,-0.03369766938880171
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,1.3,0.3,no,6.553,21.259720284571305,17.33734592767568,17.53594508148377,0.8155020713164234,0.824843640779697,0.00934156946327358,0.011454991706144856
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,1.4,0.3,no,7.6,19.31096168974035,15.626483850135363,15.712949919384013,0.8092027782561187,0.8136803423794315,0.004477564123312794,0.00553330295400396
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1600-per240-depth580-mstop30-run1.csv,1.6,0.2,full,9.926,15.644225121125436,10.120362983995173,10.1596793468372,0.6469072712542966,0.649420426270772,0.0025131550164754213,0.003884876748413468
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,1.4,0.3,full,7.6,22.91729843991073,17.285810807974517,17.345118109345407,0.7542691322582371,0.7568570158836301,0.0025878836253929727,0.0034309817473837253
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1600-per240-depth580-mstop30-run1.csv,1.6,0.2,no,9.926,15.149347684003285,7.134137010761213,6.879603323721868,0.4709204092196255,0.4541187823543239,-0.016801626865301622,-0.035678272880854824
