path,run_type,N_input_periods,freq_hz,amp_V,wind,A_in_mm,A_out_mm,OUT_IN
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,per240,240.0,1.5,0.3,full,22.689310182486302,16.972734452448222,0.748049822402681
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,per240,240.0,1.6,0.1,full,8.576623684565437,5.114279047438989,0.5963044707957385
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,per240,240.0,1.3,0.3,no,21.56099313448903,17.33734592767568,0.8041070195390401
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,per40,40.0,1.3,0.3,full,22.099570565895377,18.414677720614247,0.8332595271797837
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,per240,240.0,1.4,0.3,no,22.123315724228583,15.626483850135363,0.7063355260541644
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1300-per40-depth580-mstop30-run2.csv,per40,40.0,1.3,0.3,full,22.706938933786674,18.087830934356887,0.7965772483513043
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1600-per240-depth580-mstop30-run1.csv,per240,240.0,1.6,0.2,full,15.546540961665219,10.120362983995173,0.6509720077893882
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,per40,40.0,1.3,0.3,no,21.565685312380694,17.067640684755528,0.7914258433028848
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run2.csv,per40,40.0,1.3,0.1,full,7.447165269995007,5.577254856326541,0.7489097736017185
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,per240,240.0,1.4,0.3,full,23.102922591396535,17.285810807974517,0.748208835466198
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,per40,40.0,1.3,0.1,full,7.663001558138665,5.598228632640481,0.7305529811219672
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,per40,40.0,1.3,0.1,no,7.411314417017571,5.219701126994796,0.7042881779525535
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,per40,40.0,1.3,0.1,no,7.3141161734285784,5.162746833257457,0.705860655045811
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1600-per240-depth580-mstop30-run1.csv,per240,240.0,1.6,0.2,no,15.038895313408219,7.134137010761213,0.4743790592385223
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,per40,40.0,1.3,0.1,full,7.5156353464786925,5.5742374836820145,0.7416854632647547
/Users/ole/Kodevik/wave_project/wavedata/20260316-ProbePos4_31_FPV_2-tett6roof-under9Mooring/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,per40,40.0,1.3,0.1,no,7.239409498937896,4.783158348317518,0.6607111186374057
/Users/ole/Kodevik/wave_project/wavedata/20260319-ProbePos4_31_FPV_2-tett6roof-under9Mooring/fullpanel-nowind-amp0100-freq1400-per240-depth580-mstop30-run1.csv,per240,240.0,1.4,0.1,no,7.958588134077603,4.319237844031286,0.5427140808476935
/Users/ole/Kodevik/wave_project/wavedata/20260319-ProbePos4_31_FPV_2-tett6roof-under9Mooring/fullpanel-fullwind-amp0100-freq1400-per240-depth580-mstop30-run2.csv,per240,240.0,1.4,0.1,full,7.947566796617276,5.725903366167841,0.7204599234831166
/Users/ole/Kodevik/wave_project/wavedata/20260319-ProbePos4_31_FPV_2-tett6roof-under9Mooring/fullpanel-fullwind-amp0100-freq1400-per240-depth580-mstop30-run1.csv,per240,240.0,1.4,0.1,full,7.853791903583569,5.773265172312794,0.7350927097620881
/Users/ole/Kodevik/wave_project/wavedata/20260319-ProbePos4_31_FPV_2-tett6roof-under9Mooring/fullpanel-fullwind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,per240,240.0,1.3,0.1,full,7.729270921957393,5.572950038488611,0.7210188509057066
/Users/ole/Kodevik/wave_project/wavedata/20260319-ProbePos4_31_FPV_2-tett6roof-under9Mooring/fullpanel-nowind-amp0100-freq1500-per240-depth580-mstop30-run1.csv,per240,240.0,1.5,0.1,no,7.749901907303162,3.3701929144119522,0.43486910605101115
/Users/ole/Kodevik/wave_project/wavedata/20260319-ProbePos4_31_FPV_2-tett6roof-under9Mooring/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,per240,240.0,1.3,0.1,no,7.048226042310234,4.9811651538768915,0.706726078870789
/Users/ole/Kodevik/wave_project/wavedata/20260319-ProbePos4_31_FPV_2-tett6roof-under9Mooring/fullpanel-fullwind-amp0100-freq1500-per240-depth580-mstop30-run1.csv,per240,240.0,1.5,0.1,full,8.193435074874486,5.531805522973137,0.6751509559081821
/Users/ole/Kodevik/wave_project/wavedata/20260319-ProbePos4_31_FPV_2-tett6roof-under9Mooring/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run2.csv,per240,240.0,1.3,0.1,no,7.039277593880978,5.029460560097423,0.7144853279361186
/Users/ole/Kodevik/wave_project/wavedata/20260319-ProbePos4_31_FPV_2-tett6roof-under9Mooring/fullpanel-nowind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,per240,240.0,1.6,0.1,no,7.523371479658067,2.5638599146288756,0.34078603210822733
/Users/ole/Kodevik/wave_project/wavedata/20260319-ProbePos4_31_FPV_2-tett6roof-under9Mooring/fullpanel-fullwind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,per240,240.0,1.6,0.1,full,9.104723661937491,4.993997662585851,0.5485062312723861
/Users/ole/Kodevik/wave_project/wavedata/20260321-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-RENAMED/fullpanel-nowind-amp0200-freq1300-per240-depth580-mstop30-run1.csv,per240,240.0,1.3,0.2,no,15.715952305724205,11.714433405759559,0.7453848915978718
/Users/ole/Kodevik/wave_project/wavedata/20260321-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-RENAMED/fullpanel-nowind-amp0100-freq1400-per240-depth580-mstop30-run1.csv,per240,240.0,1.4,0.1,no,7.919247595532204,3.938402775699336,0.4973203234510891
/Users/ole/Kodevik/wave_project/wavedata/20260321-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-RENAMED/fullpanel-nowind-amp0100-freq1500-per240-depth580-mstop30-run2.csv,per240,240.0,1.5,0.1,no,8.372904717206806,3.444406760594327,0.4113753681581818
/Users/ole/Kodevik/wave_project/wavedata/20260321-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-RENAMED/fullpanel-nowind-amp0100-freq1500-per240-depth580-mstop30-run1.csv,per240,240.0,1.5,0.1,no,8.371408824848334,3.410562907388349,0.40740608644807624
/Users/ole/Kodevik/wave_project/wavedata/20260321-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-RENAMED/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,per240,240.0,1.3,0.1,no,7.8431473743695115,4.673418530014667,0.5958600937790424
/Users/ole/Kodevik/wave_project/wavedata/20260321-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-RENAMED/fullpanel-nowind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,per240,240.0,1.4,0.2,no,14.868873671824591,10.238755088913974,0.6886032738522524
/Users/ole/Kodevik/wave_project/wavedata/20260321-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-RENAMED/fullpanel-nowind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,per240,240.0,1.6,0.1,no,7.708463769865119,2.4747832684854094,0.32104753195573654
